,Country Name,Country Code,Series Name,YR1993,YR1997,YR2001,YR2005,YR2009,YR2013,YR2017,YR2020
324,Lao PDR,LAO,GDP,1327748654.65969,1747011857.33107,1768619058.34647,2735558726.25625,5836138127.06562,11983252611.2727,17071162084.4067,18981800705.0794
325,Lao PDR,LAO,POP,4619946,5050308,5409584,5751675,6148621,6541302,6953031,7275556
326,Lao PDR,LAO,INC,226.546567449933,258.996255534793,256.531376635126,378.241970650816,712.795676865217,1375.31144433012,1860.58083595359,1973.06222316356
327,Latvia,LVA,GDP,..,6527926445.6811,8362398701.58943,17003459863.0989,26410909090.9091,30204783461.8488,30483806017.8318,33645460617.239
328,Latvia,LVA,POP,2563290,2432851,2337170,2238799,2141669,2012647,1942248,1900449
329,Latvia,LVA,INC,..,1791.47170944334,2656.41402102501,5849.119599709,10289.3758602098,11303.7237906743,12141.7012498592,13734.5426228173
330,Lebanon,LBN,GDP,7941744492.1211,15751867489.4446,17649751243.7811,21497336498.9718,35399582928.6236,46880103080.6634,53027680685.8375,25948915861.1985
331,Lebanon,LBN,POP,3246129,3658425,3990999,4698761,4813026,5913016,6819373,6825442
332,Lebanon,LBN,INC,2108.1899686099,3576.23673488348,3787.44277156727,3866.09345879812,6201.11081241732,6412.14008159898,6443.05831969801,3586.59892839812
333,Lesotho,LSO,GDP,835592802.276831,997996028.645833,825706961.238689,1682350934.85132,1740830510.87482,2367113170.00373,2306185361.14628,2250717718.46577
334,Lesotho,LSO,POP,1822237,1968054,2035738,1996115,1990135,2028528,2091532,2142252
335,Lesotho,LSO,INC,591.345920825052,613.447202512446,537.877521166923,1014.5640143432,1017.87481345216,1111.57574641502,1041.82383613244,807.374375637843
336,Liberia,LBR,GDP,..,..,906000000,949000000,1768000000,3177198100,3390703400,3039982540
337,Liberia,LBR,POP,1976701,2326210,2953928,3218114,3754129,4248337,4702224,5057677
338,Liberia,LBR,INC,..,..,157.179719728116,152.045137407288,248.915922796919,388.977791450092,359.277987699895,318.490459850851
339,Libya,LBY,GDP,30657030223.3903,30698633109.1343,34110064452.1567,47334148578.4164,60810211408.0574,75350633010.9303,67158415841.5842,52320215472.0934
340,Libya,LBY,POP,4755134,5118008,5443249,5798615,6133987,6320350,6580723,6871287
341,Libya,LBY,INC,..,..,..,5641.47785679656,7802.61905514547,8406.22572821983,5112.8135903363,3524.473906073
342,Liechtenstein,LIE,GDP,1673104493.77369,2298410390.68421,2491822706.80256,3659251525.8593,4504549214.22663,6391735893.83968,6474256118.61481,..
343,Liechtenstein,LIE,POP,29987,31830,33543,34718,35723,36940,37805,38137
344,Liechtenstein,LIE,INC,..,..,..,..,..,..,..,..
345,Lithuania,LTU,GDP,..,10118631851.5322,12237388001.7264,26097677571.8373,37388122046.1496,46523420074.4372,47758736931.7801,56546957475.4912
346,Lithuania,LTU,POP,3682613,3575137,3470818,3322528,3162916,2957689,2828403,2794885
347,Lithuania,LTU,INC,..,2303.31137661071,2952.19424372698,6741.15600278264,10331.8079880864,13289.4819342868,14097.5922536992,17026.2645196367
348,Luxembourg,LUX,GDP,15925521222.0149,19563836265.2233,21387533703.2327,37672280120.4794,54467289897.5582,65203276466.9763,65712180342.9836,73353132793.7076
349,Luxembourg,LUX,POP,397475,419450,441525,465158,497783,543360,596336,630419
350,Luxembourg,LUX,INC,34323.1469568612,39892.7340636152,37764.7400010713,66020.5295012417,57107.5062412654,72382.8237760087,65889.4609609921,67966.5464752187
351,"Macao SAR, China",MAC,GDP,5665570560.77112,7267563602.6231,6860272608.45211,12160002995.8433,21587740941.5979,51536304807.6803,50440941938.6992,25586111076.3415
352,"Macao SAR, China",MAC,POP,370195,401353,437928,482863,526401,577368,622578,649342
353,"Macao SAR, China",MAC,INC,..,..,..,..,..,..,..,..
354,Madagascar,MDG,GDP,4063298919.2868,4262965281.5836,5438332738.10373,5859269849.14523,9616879571.46431,12423555269.3893,13176313593.5509,13225591803.6232
355,Madagascar,MDG,POP,12675469,14347860,16260933,18336722,20569115,22961259,25570511,27691019
356,Madagascar,MDG,INC,274.606317125251,240.066801469644,284.64601794669,262.949325134677,365.654885437095,420.211442886188,412.298355535703,389.181794441053
357,Malawi,MWI,GDP,2070636935.58644,2663234933.89767,1716502862.2954,3655909664.1423,6191127665.1963,5518880768.57955,8943543677.18899,12172128469.5737
358,Malawi,MWI,POP,9710335,10264906,11432001,12625950,14128161,15839287,17670193,19129955
359,Malawi,MWI,INC,177.474750744467,215.547254338712,115.819922374697,238.562797496353,340.197714757832,268.146725119184,425.869490134864,561.405593742698
360,Malaysia,MYS,GDP,66894837030.4184,100005323301.867,92783947368.4211,143534102611.497,202257625195.063,323277158906.979,319112136545.438,337006023789.699
361,Malaysia,MYS,POP,19484901,21562790,23709115,25690615,27735038,29468923,31104655,32365998
362,Malaysia,MYS,INC,2188.17252602727,3059.63037462256,2499.2246942373,3760.74456249452,5174.23670616467,7800.49631361967,7219.23243759627,7464.71814936252
363,Maldives,MDV,GDP,322417837.161971,508223602.378929,870030468.628748,1163362437.5,2345294875,3295011381.75405,4754175869.24027,3742769967.42798
364,Maldives,MDV,POP,242596,263836,286309,319604,353391,415592,496398,540542
365,Maldives,MDV,INC,1048.44590073113,1645.75266363924,2645.19707267342,3183.42982376841,5318.77370965823,6327.04949192711,7887.06788030637,5700.81051206852
366,Mali,MLI,GDP,2818281080.10984,2697105821.83307,3468337941.0883,6247515892.29694,10231962382.7842,13242690790.0557,15365713059.1057,17465392779.0366
367,Mali,MLI,POP,9087173,10094363,11271603,12775509,14581427,16449854,18512429,20250834
368,Mali,MLI,INC,288.877373264163,235.256721709562,264.293487904935,426.178397147471,579.242449109457,659.499095542198,710.961947684142,718.803241501328
369,Malta,MLT,GDP,2709178326.78271,3793418418.41842,4088368978.34589,6416184181.07201,8696366907.4743,10551661176.7831,13505056441.5193,14917038504.285
370,Malta,MLT,POP,371308,382791,393028,403834,412477,425967,467999,515332
371,Malta,MLT,INC,..,..,..,..,..,..,..,..
372,Marshall Islands,MHL,GDP,99461000,110705600,122824000,136559500,149769600,184840400,213204100,244462400
373,Marshall Islands,MHL,POP,49828,50453,51411,55257,56255,56933,58053,59194
374,Marshall Islands,MHL,INC,..,..,..,..,..,..,..,..
375,Mauritania,MRT,GDP,1847350611.72458,2072001066.8212,1746064718.79169,2936019525.60241,4714592492.92972,7223071177.15856,6800135961.61412,7915985513.70246
376,Mauritania,MRT,POP,2198538,2433567,2702405,3024198,3393408,3817497,4282582,4649660
377,Mauritania,MRT,INC,751.543086489349,793.569922239638,581.283873510858,865.604537606251,1215.32989817438,1573.36689169127,1381.5593731535,1517.22310400127
378,Mauritius,MUS,GDP,3263368410.01813,4187367601.73431,4613630622.77501,6488750452.60067,9128843109.15588,12129642296.4425,13259351418.4459,10926820603.402
379,Mauritius,MUS,POP,1097374,1148284,1196287,1228254,1247429,1258653,1264613,1265740
380,Mauritius,MUS,INC,2751.95062487889,3176.7707235478,3432.59440588649,4725.37782410598,6359.06337373123,8778.47002034206,10138.8393338712,8333.51000152464
381,Mexico,MEX,GDP,500736065605.341,500413483109.175,756706300589.791,877476221382.101,900045350649.351,1274443084716.57,1158913035796.37,1087117783073.31
382,Mexico,MEX,POP,88625440,94611008,100298152,106005199,112463886,118827158,124777326,128932753
383,Mexico,MEX,INC,4903.9868187735,4365.49068981794,6281.00752907449,6532.12442712872,6290.56687629964,8274.30935730167,7290.1570901384,6302.12408091677
384,"Micronesia, Fed. Sts.",FSM,GDP,198400000,206626300,240970900,250281900,280284600,317214400,366666800,407515927.98229
385,"Micronesia, Fed. Sts.",FSM,POP,103901,108473,107170,106135,102971,105922,111461,115021
386,"Micronesia, Fed. Sts.",FSM,INC,1965.00345680829,1785.67718933339,2124.58844180195,2273.00588979191,2692.75900718185,3015.64384854233,3507.44516381991,3689.81667572524
387,Moldova,MDA,GDP,..,1930081168.83117,1480673594.05602,2988348836.471,5439422031.39627,9496717702.44839,9669741744.22001,11859730543.5525
388,Moldova,MDA,POP,2973114,2935524,2917252,2888111,2864346,2858692,2755158,2620495
389,Moldova,MDA,INC,..,498.469079512029,402.849181486783,974.634481770417,1703.50926696538,3268.65779518386,3289.47142327505,4110.00677722957
390,Monaco,MCO,GDP,2574302409.08038,2840175545.06631,2718868306.01093,4203084193.50827,5451653237.01028,6555983530.34932,6431314957.07185,6816219303.25528
391,Monaco,MCO,POP,30145,31268,32474,33842,35223,36899,38392,39244
392,Monaco,MCO,INC,..,..,..,..,..,..,..,..
393,Mongolia,MNG,GDP,768401634.154573,1180934202.83801,1267997934.3125,2523471532.01083,4583850367.88972,12582122604.1921,11480847745.3187,13312981594.573
394,Mongolia,MNG,POP,2263196,2335744,2419594,2526429,2673794,2881783,3113788,3278292
395,Mongolia,MNG,INC,301.500843772579,443.78442601104,451.41009929899,812.589119414078,1316.43543362689,3484.05769744283,2556.59412295314,3032.15247430856
396,Montenegro,MNE,GDP,..,..,1159869245.92513,2257174480.78597,4159330369.5471,4465771672.62005,4856602178.63417,4780722121.96227
397,Montenegro,MNE,POP,610170,609520,607389,614261,618294,621207,622373,621306
398,Montenegro,MNE,INC,..,..,..,..,6059.0351284826,6641.73937108896,7163.28864932446,6966.31698159554
399,Morocco,MAR,GDP,31655473663.8348,39147844526.0838,39459581217.3759,62343022650.8742,92897320375.8176,106825649872.108,109682728023.112,114725065285.149
400,Morocco,MAR,POP,26155204,27754573,29126323,30455563,31929087,33715705,35581257,36910558
401,Morocco,MAR,INC,1035.94482421875,1211.42272949219,1174.54638671875,1797.08056640625,2527.1279296875,2741.24951171875,2663.78271484375,2668.45141601563
402,Mozambique,MOZ,GDP,2729550591.08977,4648832184.06736,5398568543.63492,8542070109.70903,11914471497.1492,16974314296.2182,13219079497.7055,14028811071.7628
403,Mozambique,MOZ,POP,14370950,16397175,18221884,20493927,22894718,25560752,28649007,31255435
404,Mozambique,MOZ,INC,139.770864849709,220.032303881699,228.623553368283,350.294240500024,440.867507081747,537.829003170423,350.761294373592,330.055637861799
405,Myanmar,MMR,GDP,2809748387.09677,5633070602.54016,6220270632.33592,10588433068.8549,29455165594.6859,60572257122.2962,61449392056.1488,78930257227.0908
406,Myanmar,MMR,POP,42889992,45027223,47225119,48949931,50250366,51852464,53382521,54409794
407,Myanmar,MMR,INC,1105.89456951337,3359.62306771635,9457.70577449118,37608.5098022961,109603.768968991,1036.19947669944,999.298442268139,1301.50042173998
408,Namibia,NAM,GDP,3251230620.92603,4154955685.76389,3557333364.30795,7248394160.35502,8938868165.39165,12043276397.1652,12895153160.466,10562637375.594
409,Namibia,NAM,POP,1555098,1698029,1823667,1938316,2081039,2233506,2402623,2540916
410,Namibia,NAM,INC,1861.69971847053,2196.45461447928,1720.45399046195,3191.0442018004,3612.0189080876,4728.9375323949,4573.50056806836,3548.88288113214
411,Nauru,NRU,GDP,..,..,..,..,..,98491843.6441982,109359680.217211,114626625.553023
412,Nauru,NRU,POP,10287,10643,10219,9848,9945,10208,10577,10834
413,Nauru,NRU,INC,..,..,..,..,..,..,..,..
414,Nepal,NPL,GDP,3660041666.66667,4918691916.53516,6007055042.17687,8130258041.46706,12854985464.0764,22162208956.1412,28971589213.2184,33433670511.9364
415,Nepal,NPL,POP,20489973,22584772,24347113,25744500,26883531,26916795,27632682,29136808
416,Nepal,NPL,INC,175.106667039577,213.798728761301,238.33826783287,303.616106165474,462.502065974697,787.507103996928,993.239739411256,1085.53174762578
417,Netherlands,NLD,GDP,353550169672.52,416812740004.518,431586852369.686,685348181515.953,871518638049.218,877172824534.512,833869641687.06,913865395789.886
418,Netherlands,NLD,POP,15290368,15610650,16046180,16319868,16530388,16804432,17131296,17441500
419,Netherlands,NLD,INC,19249.7571957292,22809.4356998857,22429.9619646355,34541.5927649252,42746.2213604124,43470.7067201964,40814.5010388494,42296.0224348672
420,New Caledonia,NCL,GDP,2822244192.11073,3291130071.54057,3297734668.3899,6238632283.76502,8704436169.14341,10151385305.7645,9173668102.13844,9435529927.2471
421,New Caledonia,NCL,POP,184496,201418,217324,232250,245950,263650,270000,271960
422,New Caledonia,NCL,INC,13586.1473529252,13650.6528408789,..,..,..,..,..,..
423,New Zealand,NZL,GDP,46775620817.4327,66075143415.4952,53872425916.6248,114720129550.095,121373602348.679,190906575136.003,206623758800.159,211734532308.013
424,New Zealand,NZL,POP,3572200,3781300,3880500,4133900,4302600,4442100,4813600,5090200
425,New Zealand,NZL,INC,10136.8066849422,13837.5984597587,11095.13421062,21903.9771415734,22365.7944204156,34986.1878180917,35353.6196205281,33723.5719338085
426,Nicaragua,NIC,GDP,1756454248.36601,4389965590.96538,5323146565.70315,6321335612.22233,8298679908.55232,10982979274.1922,13785909906.1925,12586941392.6347
427,Nicaragua,NIC,POP,4462496,4827658,5145367,5438692,5745538,6062462,6384843,6624554
428,Nicaragua,NIC,INC,262.049315889005,772.678961818522,893.777558738325,1031.84562109276,1275.96433591837,1536.70556069379,1847.22075423286,1667.64126131912
429,Niger,NER,GDP,3052673622.85839,2290318800.33457,2448714680.56221,4383315656.99096,7352131669.2941,10224897934.722,11185102399.5762,13741378450.136
430,Niger,NER,POP,8860297,10178196,11751364,13624474,15843131,18504287,21602388,24206636
431,Niger,NER,INC,322.951773425033,213.244563794968,212.381108982252,340.009613410169,482.955827537022,550.003716085073,515.558144776763,520.699307035418
432,Nigeria,NGA,GDP,27752204320.0883,54457835193.4927,74030364472.0506,176134087150.341,295008767295.038,508692961937.492,375746469538.666,432293776262.398
433,Nigeria,NGA,POP,102700751,113457661,125394046,138865014,154324939,171765819,190873247,206139587
434,Nigeria,NGA,INC,180.756996467496,377.953953526398,470.873196143146,952.451454302665,1577.63893496709,2366.63846957309,1660.07656548444,1730.27921843541
435,North Macedonia,MKD,GDP,2682456896.55172,3912986090.97363,3709637829.94866,6258600713.82627,9401731495.71661,10817712138.9451,11307058382.3435,12116981815.2261
436,North Macedonia,MKD,POP,1984024,1996869,2034882,2036855,2050671,2064032,2074502,2072531
437,North Macedonia,MKD,INC,1020.28176359784,1552.97497538217,1467.63535055372,2392.30946632967,3589.7948247853,4124.55171790354,4300.66872287928,4853.91772923445
438,Northern Mariana Islands,MNP,GDP,..,..,..,1061000000,795000000,772000000,1560000000,..
439,Northern Mariana Islands,MNP,POP,45763,50052,58319,56547,54194,54786,56553,57557
440,Northern Mariana Islands,MNP,INC,..,..,..,..,..,..,..,..
441,Norway,NOR,GDP,120579072750.596,161356631888.484,173972218824.027,308884284051.222,386190385318.767,522761531914.894,398393955268.99,362198318435.26
442,Norway,NOR,POP,4311991,4405157,4513751,4623291,4828726,5079623,5276968,5379475
443,Norway,NOR,INC,21149.9021087275,28558.8838553663,29511.621799436,52320.4650619699,61746.736186777,80411.5238716661,61362.5193288807,53514.24748511
444,Oman,OMN,GDP,12493107932.3797,15837451235.3706,19452000520.156,31081991677.5033,48388363589.0767,89936020806.2419,80856697009.1027,73971391417.4252
445,Oman,OMN,POP,2072106,2249759,2294959,2511254,2876186,3764805,4665926,5106622
446,Oman,OMN,INC,3704.49943321874,4298.76043254939,4813.25357492173,6820.54324240929,9562.30169333809,10402.7475285328,9922.63617010443,..
447,Pakistan,PAK,GDP,51809949334.2396,62433300338.0941,79484403984.8849,120055291992.938,168152775283.032,231218567178.979,339205615769.187,300306331697.668
448,Pakistan,PAK,POP,117086680,131057432,145978408,160304007,175525610,191260799,207906210,220892331
449,Pakistan,PAK,INC,389.164787492152,414.775385771545,476.227585977958,664.665932394928,860.175175263268,1111.69288253386,1361.46413958556,1100.04265835617
450,Palau,PLW,GDP,..,..,156907900,190452900,187522800,221117200,285300000,257700000
451,Palau,PLW,POP,16285,18016,19390,19784,18290,17603,17809,18092
452,Palau,PLW,INC,..,..,..,..,..,..,..,..
453,Panama,PAN,GDP,8782585400,10677286100,12502013400,16374393900,27116635600,45599994000,62202725200,53977037000
454,Panama,PAN,POP,2629584,2853907,3089641,3330222,3579215,3835447,4106764,4314768
455,Panama,PAN,INC,2973.78503143256,3308.0021957135,3526.79370303145,4229.36279953354,6757.963069897,10488.2907583303,13237.2459864322,10878.6301192791
456,Papua New Guinea,PNG,GDP,4974550286.18152,4936615298.79367,3081024212.42924,4865892972.27595,11619637798.991,21261432791.2675,22742613553.6879,24667052023.1214
457,Papua New Guinea,PNG,POP,4949053,5446633,5974627,6494902,7144774,7788388,8438038,8947027
458,Papua New Guinea,PNG,INC,645.307517383576,674.732199777949,364.148388886069,494.765790440957,1161.15464328748,2145.5028094309,2176.08739183491,2290.62214242734
459,Paraguay,PRY,GDP,7249533620.30614,9965225678.05093,8495806432.18467,10737500188.1123,22355161514.3516,38651334287.6732,38997129473.5558,35432178068.1756
460,Paraguay,PRY,POP,4555518,4998096,5428442,5824095,6163970,6510273,6867058,7132530
461,Paraguay,PRY,INC,..,1608.02525334269,1198.23215295718,1423.65389829325,3051.50889585449,5118.19341279318,5077.23446439797,4446.46986420921
462,Peru,PER,GDP,34832077220.8537,58147522522.5225,52030158775.4055,76060606060.6061,120822986521.479,201175469114.327,211007207483.515,201705055938.653
463,Peru,PER,POP,23408135,25210957,26799289,27866140,28792663,29773986,31444299,32971846
464,Peru,PER,INC,1311.60592967651,2044.68012123647,1719.53839451508,2271.91291390819,3477.18892334047,5709.91194313314,5572.92316086709,5299.88146933711
465,Philippines,PHL,GDP,62036625222.1624,94106183450.0029,78921234457.5487,107419961717.693,175974711592.145,283902728260.716,328480867142.69,361751116292.541
466,Philippines,PHL,POP,66593904,73030879,79672869,86326251,92414161,98871558,105172921,109581085
467,Philippines,PHL,INC,861.89081093518,1240.17318191091,998.877790718714,1217.31361364858,1898.7839319736,2897.93491558951,3176.76194757302,3202.05093116051
468,Poland,POL,GDP,96045645026.178,159357789772.207,190905493539.168,306144336269.51,439737508413.192,521016262734.924,526508877305.321,596624355719.671
469,Poland,POL,POP,38461408,38649660,38248076,38165445,38151603,38040196,37974826,37899070
470,Poland,POL,INC,1757.28204808782,3495.43066623973,4243.49293938445,6770.63858222879,9786.70823457048,11603.9319107033,11677.8739465197,13314.9333160174
471,Portugal,PRT,GDP,95009751901.2592,117016535162.95,121604107164.997,197253876704.921,244667762835.543,226433858005.714,221357874718.93,228539245045.341
472,Portugal,PRT,POP,9964675,10108977,10362722,10503330,10568247,10457295,10300300,10297081
473,Portugal,PRT,INC,8262.71465698305,9824.73232073578,9677.99889589077,15530.379450978,18394.9404678342,17566.8166624702,17258.5116986798,17468.2513613822
474,Puerto Rico,PRI,GDP,36922456000,48187039000,69208400000,83914521300,96385600000,102450000000,103445526000,103138300000
475,Puerto Rico,PRI,POP,3615497,3759430,3818774,3821362,3740410,3593077,3325286,3281538
476,Puerto Rico,PRI,INC,..,..,..,..,..,..,..,..
477,Qatar,QAT,GDP,7156593653.84615,11297802115.3846,17538461538.4615,44530494505.4945,97798351648.3516,198727642979.297,161099122215.307,144411363345.27
478,Qatar,QAT,POP,501479,535320,615013,865410,1654944,2336579,2724727,2881060
479,Qatar,QAT,INC,10131.9249254893,14167.9518949165,19949.3985144265,30379.8273415352,36732.0986596933,57235.7262729923,46289.3306369963,37829.1279000868
480,Romania,ROU,GDP,26362894736.8421,35574916294.6429,40394824679.1232,98452791982.7024,174103695930.213,190801346194.297,211695422578.655,249511333647.502
481,Romania,ROU,POP,22763280,22553978,22131970,21319685,20367487,19983693,19588715,19257520
482,Romania,ROU,INC,847.00689191349,1167.56784297196,1410.34824723779,3591.82620528997,6959.38574466747,7530.70198923237,8733.0704462913,10734.5167238054
483,Russian Federation,RUS,GDP,435083713850.837,404928954191.876,306602070620.5,764017107992.391,1222644282201.86,2292473246621.08,1574199387070.9,1488321875489.74
484,Russian Federation,RUS,POP,148458777,147915361,145976482,143518814,142785349,143506995,144496739,144073139
485,Russian Federation,RUS,INC,1566.94567871094,1723.55261230469,1560.62524414063,4066.8193359375,6672.623046875,12500.1083984375,8397.439453125,8118.7255859375
